tweet,Perbaikan
@schfess sumpa udh kek giniii pada masi banyak yg ptm? anjritlahhh,sumpah sudah kayak giniin banyak ptm anjir
"@hnurwahid PTM dibiarkan jalan, tp entar shalat ied ditiadakan",ptm biarkan jalan bentar shalat beda ditiadakan
"to be honest seneng sih pjj lagi, soalnya kalo ptm bakal jadi langganan ke uks 👍",to be honest seneng pjj lagi soalnya kalau ptm bakal jadi langganan eks
"yg di kampung mending ptm sumpah. pjj sm ptm juga gada bedanya, orang kalo pas ga sekolah juga anak anak pada main bareng

pjj bikin anak goblok hadehhh https://t.co/ofJi70Iwkg",kampung mending ptm sumpah pjj sama ptm belanja kalau sekolah anak anak main bareng pjj anak goblok hadeh
"Khabarnya telah terjadi lonjakan kasus yg terkena corona, kenapa pengajuan setop PTM DKI ditolak...??? Jika para murid / pelajar banyak yg terkenal covid siapakah yg akan bertanggungjawab...?? https://t.co/Xztxdkdo7S",pacarnya terjadi lonjakan kasus terkenal jorong pengakuan stop ptm dki ditolak jika para murid pelajar banyak terkenal covid tanggung jawab
"Pas udah ptm dan gaada tugas buat dicontek gabung dia sama yang lain, beuuhhh",sudah ptm tugas buat congek gabung sama lain beud
@RadioElshinta Tarik rem PPKM diberlakukan sesuai keadaan kalau BOR sudah menembus diatas 50% angka kematian tinggi sekarang tetap PPKM level 2 PTM tetap kapasitas 50% WFH 3Tdigencarkan atau pembatasan kapasitas tempat umum 50%juga dan paling tinggi PPKM level 3 agar ekonomi TDK terganggu,tarik rem ppkm dilakukan sesuai keadaan kalau bom sudah mengembus angka kematian tinggi sekarang tetap ppkm level ptm tetap kapasitas wfh direndahkan pembatasan kapasitas tempat umum paling tinggi ppkm level agar ekonomi tertangguh
"@ProfesorZubairi Suara hati anak sklh : tlng kali ini pemerintah mikir dikit buat anak² sklh. CAPE TAU KALO PJJ. Kalo kita PTM 100% menurut gua itu bagus si. Disklh selain materi masuk keotak, disklh diajarin jg kedisiplinan, attitude dll. Tolong bgt biarin sklh, yg ky dimall noh bru suru tutup",suara hati anak sekolah tolong pemerintah mikir dikit buat anak sekolah cape tau kalau pjj kalau ptm menurut gua bagus sekolah selain materi masuk otak sekolah diajarin kedisiplinan attitude tolong banget biarin sekolah kayak mall doh suruh tutup
"imo mending PTM 100% buat yg lagi PKL, kalo PKLnya PJJ jadi ribet bingung jg ga sii https://t.co/lIqkhvA784",n y opini mending ptm buat lagi pkl kalau akunya pjj jadi ribet bingung
"@widd_yaa Iya soalnya kalo keluarin surat keputusan PJJ lagi bisa ditempeleng mahasiswa yang udah balik kesana buat PTM :)

Alias jaga citra dulu🤧",eaa iya soalnya kalau keluar surat keputusan pjj lagi ditempeleng mahasiswa sudah balik buat ptm alias jaga citra
"@THETOJIEST hiks gk dlu dah kalo lg pjj gini, keknya klo ptm gue udh gas beli sih 😭",hiks dah kalau lagi pjj kayaknya kalau ptm gue sudah gas beli
ih anjing gue mau ptm gue gamau pjj,ihh anjing gue mau ptm gue gamau pjj
"Aku introvert duduk nya kan berjauhan, nyaman bgt ptm belajar juga tanpa gangguan Kya di rumah, yg mn otak bercabang urusan sekolah+rumah https://t.co/fWZIf85E58",aku introvert duduk berjauhan nyaman banget ptm belajar gangguan kayak rumah otak bercabang rusak sekolah rumah
"Unpopular opinion,Tanpa bermaksud menyinggung, dari sekian banyak kegiatan yg di longgarkan, kenapa PTM yang dihighlight seolah PTM adalah faktor terbesar penyebaran covid? Mall, Club, Event, Konser, yg jalan jalan? :)) https://t.co/Omc9AdmouC",unpopular opini bermaksud menyinggung dari sekian banyak kegiatan longgarkan ptm hightlight seolah ptm apalah faktor terbesar penyebaran covid mall club event konser jalan jalan
"Apa disich bedanya PPKM dan PTM itu...?
Yang satu mementingkan Kesehatan dengan pencegahan penularan. 
Yang satu mementingkan pendidikan dengan mengabaikan penularan.
Binguuuuuuuuuuuung Gue dengan kebijakan - kebijakan yang ada semua ini yang penuh simpang - siur. https://t.co/fIPFpQ5XFJ https://t.co/Ln0tk6oGOy",ppkm ptm mementingkan kesehatan pencegahan penularan mementingkan pendidikan mengabaikan penularan bingung gue kebijakan kebijakan ada semua penuh simpang siur
"rasanya 70% pengen ptm soalnya kebutuhan bersosialisasi bisa terpenuhi, tapi 30% diri gue masih males berangkat pagi &amp; kadang capek jg bersosialisasi KEWKWKW",rasanya pengen ptm soalnya kebutuhan bersosialisasi terpuji gue males berangkat pagi kadang capek bersosialisasi wkwk
"RT @vaiyo: Gue udah gak tau lagi nih, gotbener ini orang gila atau orang jahat atau gabungan keduanya? Dia yg buat kebijakan dadakan lewat…",gue sudah tau lagi bener gila jahat gabungan buat kebijakan dadakan lewat
"@StopPlandemit @aniesbaswedan bebaskanlah warga jkt utk sekolah PTM,hilangkan kebijakan harus diswab siswa yg PTM,jauhi alat setan itu,toh batuk,pilek,demam,kan mmng pnyakit sdh dri jaman dlu ada,lgian kan virus ini gak bahaya yg bisa bikin org lgsg mati djln2,bijaksanalh jdi pemimpin,stop swab",bebaskanlah warga jkt sekolah ptm hilangkan kebijakan swab siswa ptm jauh alat setan batuk pilek demam memang penyakit sudah dari jaman ada lagi virus bahaya langsung mati jalan bijaksana jadi pemimpin stop swab
"@subschfess ptm, bawaannya rajin. ketemu temen juga, materi gampang paham terus ngerasa lebih ""hidup"" aja gitu",ptm bawaannya rajin ketemu teman materi gampang paham ngerasa lebih hidup aja
"sch! lihatlah jadwal ulangan harian sender buat mingdep iniii huaaaa, mana pas sesi sender gantian ptm😂😭💔 https://t.co/BnEnpF0oqN",halah jadwal ulangan harian sender buat gua sesi sender gapaian ptm
ya allah ptm jangan 100% dong ga kuat sama kehidupan sekolah bikin stress,allah ptm jangan dong kuat sama ketiduran sekolah stress
"@fadlizon PTM itu kewenangan Kepala Daerah (Gubernur/Walikota/Bupati).
Pak @jokowi sdh minta agar 3 propinsi (DKI Jakarta, Jabar dan Banten) stop PTM, tp anehnya @aniesbaswedan justru minta agar Luhut yg mengentikan PTM di DKI Jkt.

Lucu kan..
Mau pasang jebakan betman.

Itu lah Anies.",ptm kewenangan kepala darah gubernur wali kota belati sudah minta agar provinsi dki jakarta jabar banten stop ptm anehnya justru minta agar luhut menghentikan ptm dki jkt lucu mau pasang jebakan batman anies
"Sibuk PJJ puyeng mikirin PTM trs bntr lg US trs ape lagi dah gw puyeng semua lah ini:"") https://t.co/djEMbC3MCw",sibuk pjj puyeng mikirin ptm bentar lagi lagi dah gue puyeng semua
"Sedikit cerita.
Hari ini bener² argg bgt. PTM 100% kenapa harus sebulan doang si tanggung dikit lagi gua lulus. Mulai pjj tahun lalu mental gua udah ombang ambing eh pas PTM 100% tuh mental udah mulai stabil lagi. Pengen cepet cepet PTM 100% lagi😭😭🙏",sedikit cerita bener arif banget ptm doang tanggung dikit lagi gua lulus mulai pjj lalu mental gua sudah ombang ambing eh ptm mental sudah mulai stabil lagi pengen cepet cepet ptm lagi
"kali ini setujuu walaupun uang jajan babay gutbay tapi seenggaknya lebih aman, dari pada ptm tapi was was mulu trus jadi parnoan kan serem shay https://t.co/7278YqwCi4",setuju yaampun uang jajan baby gita seenggaknya lebih taman dari ptm mulu jadi parno serem say
"ternyata ptm membuatku lebih sibuk dan keteteran
kerkom,presentasi,ulangan banyak ya bunddd",ternyata ptm membuat lebih sibuk kegegeran kerja kelompok presentasi ulangan banyak bunda
"@fadlizon Apabila :
- Anak² yg ikut PTM sudah divaksin.
- Kedua orang tuanya sudah divaksin.
- Bila di rumah ada lansia, juga sudah vaksin lengkap

Apa salahnya tetap dilakukan PTM??

Anda tidak prihatin 1,5 tahun ini melihat ketimpangan pendidikan gara² sekolah online??",anak ikut ptm sudah divaksin tanya sudah divaksin rumah ada sudah vaksin lengkap salahnya tetap dilakukan ptm prihatin melihat ketimpangan pendidikan gara sekolah online
Hhh iya juga. Setelah sebulan PTM 100% udah ada yang suka buka masker.... https://t.co/3bRa6IYaPA,haha iya ptm sudah ada suka buka masker
"@louvebelle wkwk gapapa mauuu, hari ini capek bangettt. semenjak ptm jadi males-malesan... mau istirahat pun gaada waktu 😢 kalo kamu, gimana?",wkwk mau capek bangett semenjak ptm jadi males males mau istirahat kalau
"Kasian anak2, mrk dipaksa vaksin spy bs PTM.setelah divaksin ternyata mrk msh bs kena dan hrs onlen lg.trs guna vaksin apa..? https://t.co/J3kje8vR1E",kasian anak dipaksa vaksin supaya ptm divaksin ternyata kena online lagi guna vaksin
"@schfess Ptm 50% sihh, klo pjj bosen bgt anjr. Tp klo ptm 100% tu ky cpk bgttttt",ptm sihh kalau pjj bosen banget anjir kalau ptm kayak capek bangett
"@fadlizon Stok vaksin dan pcr masih numpuk!!!!
Habiskan dulu stoknya.....
Baru PTM dikasih izin

.",stok vaksin pcr numpuk menghabiskan otaknya ptm dikasih izin
selama pjj aku stress banget soalnya wkwkwkw jadi ptm bisa jadi tempat healing aku sebentar,selama pjj aku stress banget soalnya wkwk jadi ptm jadi tempat healing aku sebentar
Marah akutuuu dri awal sklh pada ptm 100% jg inimah masalah waktu aja psti penyebaran bakal ada,marah aku dari awal sekolah ptm mah masalah aja pasti penyebaran bakal ada
"PTM dihentikan,alasan nya omicron lagi dan lagi.
Sementara vaksinasi masih juga dikejar kejar.
Ironis.
Kalian betul2 membodohkan generasi bangsa ini kok.",ptm dihentikan alasan omicron lagi lagi sementara aktivasi dihajar kejar ironi membodohkan generasi bangsa
"@schfess karena sekarang masih kurang kondusif kondisinya dan gue juga mau ptm, jadi ya 50% aja lah seenggaknya",karena sekarang kurang kondusif kondisinya gue mau ptm jadi aja seenggaknya
"@IdrisAShomad Tolong pak jgn sampai PTM dihentikan, kasihan anak2 kami sdh divaksin, tp hrs belajar dari rumah lagi. Sekolah anak saya Al Hamidiyah sangat Prokes, bahkan yang lain sdh PTM 100 persen, sekolah Al hamidiyah memilih 50 persen karena kehati-hatian. Semoga Depok tetap PPKM level 2",tolong jangan sampai ptm dihentikan kasihan anak sudah divaksin belajar dari rumah lagi sekolah anak saya a hadiah sangit prokes lain sudah ptm persen sekolah a hadiah memilih persen karena kelati harian semoga depok tetap ppkm level
"Tpi ya dari awal PTM jga aku udah kayak feeling pasti bakal PJJ lagi. KayK udh tau nnti beneran bakal kembali PJJ, cuma gatau kapan. Bener aja",dari awal ptm aku sudah kayak feeling pasti bakal pjj lagi kayak sudah tau nanti beneran bakal kembali pjj cuma gatau bener aja
"@schfess ptm full, tapi kalau keadaan sudah mendingan
untuk sekarang lebih baik pjj, takutt:(",ptm full kalau keadaan sudah mendingan sekarang lebih baik pjj takut
w jjnin smpe abis krna mikir bakal ptm trus eh anjer au ah,gue jajan sampai abis karena mikir bakal ptm eh anjer tau wah
"@tempodotco tidak usah, luhut mau covid naik makanya bandara los dol, ptm sekolah los dol, artis borju los dol, maklum luhut takut miskin lagi jualan",usah luhut mau covid naik makanya bandar los dol ptm sekolah los dol artis boros los dol maklum luhut takut miskin lagi jualan
"@schfess Udah dibuka dri awal PTM 100%
Mn gdak prokes, ngeri banget
Tpi gimana lg kantinnya ngegodaa😭",sudah dibuka dari awal ptm prokes ngeri banget lagi kantin menggoda
"@schfess pernah gini juga semester lalu, kampus ngelarang ptm tapi ada tim dosen prodi pada ngeyel, satu sircleku positif, untung aja kami dapetnya pas hari2 terakhir mulai libur semester, untung aja kami semua hanya gejala ringan jadi pas tau hanya saling haha hihi",pernah semester lalu kampus melarang ptm ada tim dosen prodi nyesel positif untung aja dapetnya mulai libur semester untung aja semua gejala ringan jadi tau saling haha hihi
PTM bikin jantung was-was�,ptm jantung waswas
"@convomf Ptm 50, jangan sampai PJJ lah :( nanti nilai anjlok lagi",ptm jangan sampai pjj nanti nilai anjlok lagi
"@HaekalHanasta Kall aku gakuat sekolah online pusinkk tugasnya banyakkk bgtt 
Pengen ptm Ajaaa huhuhu",kalau aku kuat sekolah online pusing susahnya banyak banget pengen ptm aja huhu
"jujur ga kerasa impact gede pas ptm soalnya per mapel set jam-sejam, materinya juga yg diajarin materi basic yang murid biasanya udah dapet dari lbb. mending balik pjj ajasih https://t.co/hgqkT1LQwi",jujur kerasa simpat gede ptm mata pelajaran jam jam materi diajarin materi basi murid biasanya ubah dari lebih mending balik pjj aja
"@tempodotco Anak2 sekolah rata2 sdh vaksin 1 dan 2... Utk booster sebagian. PTM aturan tetap 5M.. Terus salahnya dmn'? Info Samarintah... Omicron beda dgn delta.. Mmg dgn PTM dihentikan terus ngaruh'... Sdh 2thn msh seperti ini, Sbnya ya tetap jln dgn prokes ketat dan jgn lupa jaga imun tbh",anak sekolah rata sudah vaksin booster sebagian ptm aturan tetap salahnya info omicron beda delta emg ptm dihentikan ngaruh sudah tanya tetap jalan prokes ketat jangan lupa jaga imun
RT @CNNIndonesia: Aturan Main dan Syarat Sekolah Setop PTM 100 Persen https://t.co/PaWuVREsEw,aturan main syarat sekolah stop ptm persen
"RT @AZHARFRS: Wah, makin lama makin arogan dan nggak masuk akal nih himbauan satgas @satgascovid19id, berarti pemulihan ekonomi itu cuma om…",wah makin lama makin arogan masuk akal himbauan satgas berarti pemuaian ekonomi cuma om
"RT @linostival: gw pengen ptm 100% cepat kembali, kalo daring gw tambah tolol",gue pengen ptm cepat kembali kalau daring gue tolol
"@jeonjekq Di rumah aja sih, HAHAHA. Oke ndak lucu 🤦🏻‍♀️. Akhir akhir ini banyaaaak banyaaaak banget tugas plus udah ptm, jadi lebih fokus ke itu dulu sih",rumah aja haha oke ndak lucu banyak banyak banget tugas plus sudah ptm jadi lebih fokus
@schfess ptm 50% pls,ptm pls
mau ptm kek mau pjj kek gue juga gk akan dapet uang saku KWKWWWK,mau ptm kayak mau pjj kayak gue dapet uang saku wkwk
"Wow saya sepertinya kena covid....

Omicron bgt ni gejalanya....
Mana mau kuliah PTM...",wow saya sepertinya kena covid omicron banget gejalanya mau kuliah ptm
"tuh giliran w dah semangat ptm, sekola w malah mulai pjj lagi njem",giliran dah semangat ptm sekolah malah mulai pjj lagi njir
"Anak sekolag dikasih ptm cmn sebulan, kambek pjj 🥺",anak sekolah dikasih ptm cuma sambel pjj
RT @tamerlane9470: Jadi kapan PTM bisa dimulai lagi? Jadi kapan tas tes tos dihentikan? Jadi kapan aturan wajib vaksin dicabut? Jadi kapan…,jadi ptm dimulai lagi jadi tak tes tes dihentikan jadi aturan wajib vaksin cabut jadi
Pgn PTM tp males bgt anjrit. Tp kl gk PTM 50% ak jd bego,pengen ptm males banget anjir kalau ptm aku jadi bego
ini kalo gak offline mah gpp lah ini full ptm astagaa 👎🏻 bintang 1 untuk kampusku,kalau offline mah full ptm astaga buntang kampus
@HeraldJabar Udh PTM di tutup 100% buat ngurangin kasus pandemi ini malah pihak mall buat kerumunan,sudah ptm tutup buat ngurangin kasus pandemi malah pihak mall buat kerumunan
"@convomf Kelasku ada yg covid 1, trus 4 anak (termasuk aku) demam tinggi + tenggorokan sakit + pusing, tapi tetep aja PTM ngga di stop, kan bahaya kalau nular ke yg lain 😔",kelas ada covid lalu anak termasuk aku demam tinggi tenggorokan sakit pusing tetap aja ptm stop bahaya kalau tular
"kl ptm juga ya,enak buat jwb prtanyaan guru, kl pjj susa bgt open mic",kalau ptm enak buat jawab pertanyaan guru kalau pjj susah banget open mic
Kalau PTM di tiadakan lagi terus gimana nasib anak2 yang butuh bimbingan guru secara langsung 🙃,kalau ptm tiadakan lagi nasi anak butuh bimbingan guru secara langsung
RT @Srisantini: @Mdy_Asmara1701 Nah ini lg. Katanya Presiden minta Gub tinjau PTM? Lha kok terua gini? Duh Negaraku teecinta. Birokrasinya…,lagi katanya presiden minta gub tingau ptm lha duh negara tercinta birokrasinya
gue mau ptm plisss,gue mau ptm plis
"@schfess mau ptm tp g ulangan di kelas, krna aku dah suka ma ptm",mau ptm ulangan kelas karena aku dah suka ptm
"@zzupazupa Pjj enaknya pas ulangan doang, kalo materi enaknya pas ptm ༎ຶ‿༎ຶ",pjj anaknya ulangan doang kalau materi anaknya ptm
"ini konyol tapi besok tiba tiba sekolah gue pjj sebagian (gue dapet yg ptm) karena gue males mau tidur &amp; hype mark solo, langsung bilang nyokap mau bolos &amp; BELIAU LANGSUNG BILANG ""yaudah kalo mau libur besok ibu yang izinin ke wali kelasmu"" 🖐🏻🖐🏻🖐🏻 https://t.co/nylM84RTTF",konyol besok tiba tiba sekolah gue pjj sebagian gue dapet ptm karena gue males mau tidur hp solo langsung mau bolos belia langsung yaudah kalau mau libur besok ibu izin wali kelabu
"@schfess ptm, mau 50% mau 100% yang penting ptm",ptm mau mau pending ptm
"RT @ayu__121: Zona Merah, Satu Kecamatan di Pesawaran Hentikan PTM.
PTM di tutup, meskipun ditutup, saat ini di lingkungan sekolah belum di…",zona merah kecamatan hentikan ptm ptm tutup meskipun ditutup lingkungan sekolah belum
"BANYAK BANGET ANJG TUGASNYA KEROYOKAN GT, APALAGI PJOK MENDING PTM GOMENN https://t.co/RpP5GkWFDm",banyak banget anjing susahnya keroyokan pjok mending ptm
gue sedih bgt ga jd ptm 100% padahal kesekolah buat hiling,gue sedih banget jadi ptm sekolah buat healing
@groovykoo_ udah minum obat sih .. alhamdulillah PTM lagi libur 3 hari jadi aku ga sekolah dluu,sudah minum obat alhamdulillah ptm lagi libur jadi aku sekolah
"RT @AZHARFRS: Wah, makin lama makin arogan dan nggak masuk akal nih himbauan satgas @satgascovid19id, berarti pemulihan ekonomi itu cuma om…",wah makin lama makin arogan masuk akal himbauan satgas berarti pemuaian ekonomi cuma om
@rnaatyunn_ Ga asik ptm sekarang emang 👎🏻,asik ptm sekarang emang
@l0verjisahi Pjj😭 tapi kalau suratnya udah di cabut tanggal 7 ptm. Udah mau seminggu pjj ga enak,pjj kalau susahnya sudah cabut tanggal ptm sudah mau pjj enak
"RT @Paltiwest: Ini orang budeg apa ga tahu bahwa PTM sudah diminta evaluasi..

Eh dia malah jadi pahlawan kesiangan minta PTM dihentikan se…",budeg tahu ptm sudah diminta evaluasi eh malah jadi karyawan keriangan minta ptm dihentikan se
